logg	Teff	Z	L/HP	cLSM	dLSM	cPCM	dPCM	chi2	Type	Mod
 4.00	  9200	 0.0	 2.0	 -0.0629	  0.5871	 -1.0295	  2.2603	 0.0921	r	PC
 4.50	  9200	 0.0	 2.0	 -0.0614	  0.5798	 -0.8582	  1.9491	 0.1051	r	PC
 5.00	  9200	 0.0	 2.0	 -0.0404	  0.5501	 -0.6414	  1.5740	 0.0730	r	PC
 5.50	  9200	 0.0	 2.0	 -0.0003	  0.4945	 -0.4888	  1.3170	 0.0109	r	PC
 6.00	  9200	 0.0	 2.0	 -0.0085	  0.5141	 -0.3681	  1.1132	 0.0213	r	PC
 2.50	  9400	 0.0	 2.0	 -0.2578	  0.9463	 -1.5061	  3.3082	 0.1814	r	PC
 3.00	  9400	 0.0	 2.0	 -0.1951	  0.8194	 -1.4075	  3.0120	 0.1791	r	PC
 3.50	  9400	 0.0	 2.0	 -0.1649	  0.7525	 -1.2361	  2.6505	 0.1872	r	PC
 4.00	  9400	 0.0	 2.0	 -0.0671	  0.5883	 -1.0532	  2.2964	 0.0920	r	PC
 4.50	  9400	 0.0	 2.0	 -0.0654	  0.5783	 -0.8769	  1.9733	 0.1046	r	PC
 5.00	  9400	 0.0	 2.0	 -0.0474	  0.5481	 -0.6857	  1.6359	 0.0728	r	PC
 5.50	  9400	 0.0	 2.0	 -0.0085	  0.4940	 -0.5122	  1.3433	 0.0093	r	PC
 6.00	  9400	 0.0	 2.0	 -0.0136	  0.5034	 -0.3709	  1.1012	 0.0130	r	PC
 2.50	  9600	 0.0	 2.0	 -0.2875	  0.9916	 -1.5223	  3.3451	 0.1914	r	PC
 3.00	  9600	 0.0	 2.0	 -0.2136	  0.8458	 -1.4194	  3.0316	 0.1865	r	PC
 3.50	  9600	 0.0	 2.0	 -0.1754	  0.7662	 -1.2714	  2.7117	 0.1911	r	PC
 4.00	  9600	 0.0	 2.0	 -0.0718	  0.5917	 -1.0642	  2.3114	 0.0929	r	PC
 4.50	  9600	 0.0	 2.0	 -0.0701	  0.5815	 -0.8866	  1.9856	 0.1035	r	PC
 5.00	  9600	 0.0	 2.0	 -0.0536	  0.5496	 -0.7030	  1.6567	 0.0727	r	PC
 5.50	  9600	 0.0	 2.0	 -0.0271	  0.5116	 -0.5249	  1.3531	 0.0245	r	PC
 6.00	  9600	 0.0	 2.0	 -0.0094	  0.4911	 -0.3660	  1.0890	 0.0091	r	PC
 2.50	  9800	 0.0	 2.0	 -0.3224	  1.0439	 -1.5347	  3.3704	 0.2032	r	PC
 3.00	  9800	 0.0	 2.0	 -0.2353	  0.8775	 -1.4342	  3.0569	 0.1953	r	PC
 3.50	  9800	 0.0	 2.0	 -0.1902	  0.7869	 -1.2975	  2.7562	 0.1973	r	PC
 4.00	  9800	 0.0	 2.0	 -0.0789	  0.5999	 -1.0725	  2.3226	 0.0946	r	PC
 4.50	  9800	 0.0	 2.0	 -0.0760	  0.5849	 -0.8959	  1.9952	 0.1045	r	PC
 5.00	  9800	 0.0	 2.0	 -0.0589	  0.5514	 -0.7126	  1.6664	 0.0733	r	PC
 5.50	  9800	 0.0	 2.0	 -0.0350	  0.5127	 -0.5380	  1.3632	 0.0257	r	PC
 6.00	  9800	 0.0	 2.0	 -0.0177	  0.4920	 -0.3756	  1.0932	 0.0077	r	PC
 2.50	 10000	 0.0	 2.0	 -0.1829	  0.8200	 -1.5467	  3.3933	 0.0955	r	PC
 3.00	 10000	 0.0	 2.0	 -0.2578	  0.9098	 -1.4564	  3.0955	 0.2034	r	PC
 3.50	 10000	 0.0	 2.0	 -0.1129	  0.6646	 -1.3128	  2.7805	 0.1017	r	PC
 4.00	 10000	 0.0	 2.0	 -0.0883	  0.6122	 -1.0798	  2.3323	 0.0971	r	PC
 4.50	 10000	 0.0	 2.0	 -0.0820	  0.5909	 -0.9032	  2.0042	 0.1055	r	PC
 5.00	 10000	 0.0	 2.0	 -0.0649	  0.5559	 -0.7206	  1.6747	 0.0746	r	PC
 5.50	 10000	 0.0	 2.0	 -0.0415	  0.5158	 -0.5460	  1.3694	 0.0270	r	PC
 6.00	 10000	 0.0	 2.0	 -0.0241	  0.4927	 -0.3830	  1.0963	 0.0074	r	PC
 2.50	 10200	 0.0	 2.0	 -0.2113	  0.8602	 -1.5630	  3.4257	 0.1064	r	PC
 3.00	 10200	 0.0	 2.0	 -0.1544	  0.7444	 -1.4829	  3.1415	 0.1008	r	PC
 3.50	 10200	 0.0	 2.0	 -0.1265	  0.6833	 -1.3255	  2.8000	 0.1070	r	PC
 4.00	 10200	 0.0	 2.0	 -0.0969	  0.6233	 -1.0874	  2.3427	 0.0995	r	PC
 4.50	 10200	 0.0	 2.0	 -0.0887	  0.5987	 -0.9096	  2.0120	 0.1072	r	PC
 5.00	 10200	 0.0	 2.0	 -0.0714	  0.5621	 -0.7274	  1.6820	 0.0765	r	PC
 5.50	 10200	 0.0	 2.0	 -0.0481	  0.5203	 -0.5534	  1.3758	 0.0288	r	PC
 6.00	 10200	 0.0	 2.0	 -0.0316	  0.4956	 -0.3929	  1.1037	 0.0080	r	PC
 2.50	 10400	 0.0	 2.0	 -0.2395	  0.8992	 -1.5800	  3.4575	 0.1175	r	PC
 3.00	 10400	 0.0	 2.0	 -0.1745	  0.7711	 -1.5047	  3.1768	 0.1094	r	PC
 3.50	 10400	 0.0	 2.0	 -0.1407	  0.7022	 -1.3369	  2.8160	 0.1121	r	PC
 4.00	 10400	 0.0	 2.0	 -0.1071	  0.6368	 -1.0963	  2.3553	 0.1032	r	PC
 4.50	 10400	 0.0	 2.0	 -0.0961	  0.6081	 -0.9163	  2.0208	 0.1095	r	PC
 5.00	 10400	 0.0	 2.0	 -0.0784	  0.5699	 -0.7332	  1.6884	 0.0794	r	PC
 5.50	 10400	 0.0	 2.0	 -0.0547	  0.5260	 -0.5599	  1.3819	 0.0308	r	PC
 6.00	 10400	 0.0	 2.0	 -0.0401	  0.5005	 -0.4096	  1.1226	 0.0088	r	PC
 2.50	 10600	 0.0	 2.0	 -0.2647	  0.9332	 -1.5952	  3.4826	 0.1278	r	PC
 3.00	 10600	 0.0	 2.0	 -0.1948	  0.7974	 -1.5222	  3.2026	 0.1182	r	PC
 3.50	 10600	 0.0	 2.0	 -0.1565	  0.7227	 -1.3485	  2.8314	 0.1188	r	PC
 4.00	 10600	 0.0	 2.0	 -0.1186	  0.6520	 -1.1067	  2.3698	 0.1079	r	PC
 4.50	 10600	 0.0	 2.0	 -0.1043	  0.6187	 -0.9235	  2.0304	 0.1125	r	PC
 5.00	 10600	 0.0	 2.0	 -0.0858	  0.5789	 -0.7391	  1.6954	 0.0830	r	PC
 5.50	 10600	 0.0	 2.0	 -0.0614	  0.5327	 -0.5657	  1.3876	 0.0332	r	PC
 6.00	 10600	 0.0	 2.0	 -0.0463	  0.5048	 -0.4294	  1.1504	 0.0099	r	PC
 2.50	 10800	 0.0	 2.0	 -0.2884	  0.9643	 -1.6102	  3.5055	 0.1385	r	PC
 3.00	 10800	 0.0	 2.0	 -0.2142	  0.8216	 -1.5386	  3.2255	 0.1276	r	PC
 3.50	 10800	 0.0	 2.0	 -0.1726	  0.7429	 -1.3618	  2.8494	 0.1261	r	PC
 4.00	 10800	 0.0	 2.0	 -0.1306	  0.6673	 -1.1304	  2.4073	 0.1128	r	PC
 4.50	 10800	 0.0	 2.0	 -0.1133	  0.6302	 -0.9305	  2.0394	 0.1162	r	PC
 5.00	 10800	 0.0	 2.0	 -0.0937	  0.5890	 -0.7451	  1.7029	 0.0875	r	PC
 5.50	 10800	 0.0	 2.0	 -0.0683	  0.5404	 -0.5713	  1.3934	 0.0361	r	PC
 6.00	 10800	 0.0	 2.0	 -0.0523	  0.5099	 -0.4450	  1.1721	 0.0111	r	PC
 2.50	 11000	 0.0	 2.0	 -0.3090	  0.9904	 -1.6249	  3.5266	 0.1485	r	PC
 3.00	 11000	 0.0	 2.0	 -0.2318	  0.8423	 -1.5554	  3.2486	 0.1363	r	PC
 3.50	 11000	 0.0	 2.0	 -0.1877	  0.7607	 -1.3830	  2.8812	 0.1332	r	PC
 4.00	 11000	 0.0	 2.0	 -0.1432	  0.6827	 -1.1734	  2.4787	 0.1186	r	PC
 4.50	 11000	 0.0	 2.0	 -0.1227	  0.6421	 -0.9490	  2.0681	 0.1204	r	PC
 5.00	 11000	 0.0	 2.0	 -0.1021	  0.5997	 -0.7505	  1.7092	 0.0928	r	PC
 5.50	 11000	 0.0	 2.0	 -0.0754	  0.5486	 -0.5769	  1.3998	 0.0395	r	PC
 6.00	 11000	 0.0	 2.0	 -0.0582	  0.5153	 -0.4570	  1.1881	 0.0122	r	PC
 2.50	 11200	 0.0	 2.0	 -0.3270	  1.0124	 -1.6390	  3.5469	 0.1576	r	PC
 3.00	 11200	 0.0	 2.0	 -0.2471	  0.8592	 -1.5735	  3.2743	 0.1447	r	PC
 3.50	 11200	 0.0	 2.0	 -0.2024	  0.7772	 -1.4211	  2.9443	 0.1414	r	PC
 4.00	 11200	 0.0	 2.0	 -0.1561	  0.6978	 -1.2084	  2.5353	 0.1253	r	PC
 4.50	 11200	 0.0	 2.0	 -0.1326	  0.6540	 -1.0000	  2.1531	 0.1250	r	PC
 5.00	 11200	 0.0	 2.0	 -0.1108	  0.6107	 -0.7573	  1.7179	 0.0989	r	PC
 5.50	 11200	 0.0	 2.0	 -0.0680	  0.5349	 -0.5819	  1.4053	 0.0175	r	PC
 6.00	 11200	 0.0	 2.0	 -0.0656	  0.5269	 -0.4714	  1.2120	 0.0130	r	PC
 2.50	 11400	 0.0	 2.0	 -0.3437	  1.0327	 -1.6524	  3.5678	 0.1660	r	PC
 3.00	 11400	 0.0	 2.0	 -0.2611	  0.8734	 -1.5970	  3.3110	 0.1530	r	PC
 3.50	 11400	 0.0	 2.0	 -0.2106	  0.7794	 -1.4195	  2.9275	 0.1514	r	PC
 4.00	 11400	 0.0	 2.0	 -0.1675	  0.7097	 -1.2233	  2.5551	 0.1317	r	PC
 4.50	 11400	 0.0	 2.0	 -0.1425	  0.6652	 -1.0332	  2.2063	 0.1299	r	PC
 5.00	 11400	 0.0	 2.0	 -0.1191	  0.6209	 -0.7657	  1.7292	 0.1047	r	PC
 5.50	 11400	 0.0	 2.0	 -0.0755	  0.5477	 -0.5862	  1.4130	 0.0185	r	PC
 6.00	 11400	 0.0	 2.0	 -0.0710	  0.5324	 -0.4792	  1.2218	 0.0138	r	PC
 2.50	 11600	 0.0	 2.0	 -0.3574	  1.0486	 -1.6645	  3.5883	 0.1738	r	PC
 3.00	 11600	 0.0	 2.0	 -0.2726	  0.8836	 -1.6232	  3.3539	 0.1613	r	PC
 3.50	 11600	 0.0	 2.0	 -0.2206	  0.7875	 -1.4445	  2.9651	 0.1580	r	PC
 4.00	 11600	 0.0	 2.0	 -0.1726	  0.7060	 -1.2248	  2.5447	 0.1422	r	PC
 4.50	 11600	 0.0	 2.0	 -0.1514	  0.6742	 -1.0463	  2.2237	 0.1344	r	PC
 5.00	 11600	 0.0	 2.0	 -0.1210	  0.6129	 -0.7707	  1.7269	 0.1166	r	PC
 5.50	 11600	 0.0	 2.0	 -0.0792	  0.5472	 -0.5941	  1.4200	 0.0209	r	PC
 6.00	 11600	 0.0	 2.0	 -0.0760	  0.5375	 -0.4897	  1.2364	 0.0144	r	PC
 2.50	 11800	 0.0	 2.0	 -0.3692	  1.0623	 -1.6755	  3.6082	 0.1802	r	PC
 3.00	 11800	 0.0	 2.0	 -0.2821	  0.8919	 -1.6441	  3.3867	 0.1675	r	PC
 3.50	 11800	 0.0	 2.0	 -0.2348	  0.8054	 -1.4938	  3.0528	 0.1622	r	PC
 4.00	 11800	 0.0	 2.0	 -0.1807	  0.7118	 -1.2410	  2.5658	 0.1484	r	PC
 4.50	 11800	 0.0	 2.0	 -0.1600	  0.6820	 -1.0572	  2.2365	 0.1399	r	PC
 5.00	 11800	 0.0	 2.0	 -0.1273	  0.6181	 -0.7782	  1.7349	 0.1231	r	PC
 5.50	 11800	 0.0	 2.0	 -0.0860	  0.5588	 -0.6007	  1.4316	 0.0219	r	PC
 6.00	 11800	 0.0	 2.0	 -0.0801	  0.5414	 -0.4934	  1.2397	 0.0147	r	PC
 2.50	 12000	 0.0	 2.0	 -0.3803	  1.0755	 -1.6849	  3.6258	 0.1865	r	PC
 3.00	 12000	 0.0	 2.0	 -0.2898	  0.8973	 -1.6622	  3.4138	 0.1738	r	PC
 3.50	 12000	 0.0	 2.0	 -0.2420	  0.8091	 -1.5104	  3.0750	 0.1682	r	PC
 4.00	 12000	 0.0	 2.0	 -0.1877	  0.7156	 -1.2550	  2.5828	 0.1543	r	PC
 4.50	 12000	 0.0	 2.0	 -0.1673	  0.6871	 -1.0675	  2.2479	 0.1440	r	PC
 5.00	 12000	 0.0	 2.0	 -0.1328	  0.6215	 -0.7894	  1.7487	 0.1291	r	PC
 5.50	 12000	 0.0	 2.0	 -0.0904	  0.5624	 -0.6154	  1.4531	 0.0237	r	PC
 6.00	 12000	 0.0	 2.0	 -0.0841	  0.5447	 -0.5039	  1.2541	 0.0150	r	PC

